,Area_Surveyed,date_surveyed,daily_co2_emmission_ppm_stationary
1585,Rumuola,2022-07-18,530.7905561358526
1593,Rumuola,2022-07-19,532.3878592950969
1601,Rumuola,2022-07-20,532.7812915065678
1609,Rumuola,2022-07-21,533.5002140545974
1617,Rumuola,2022-07-22,530.4471698382182
1625,Rumuola,2022-07-23,531.9077288867527
1633,Rumuola,2022-07-24,533.6666802207269
1641,Rumuola,2022-07-25,534.6534761545088
1649,Rumuola,2022-07-26,535.5688133081561
1657,Rumuola,2022-07-27,534.0532093157092
1665,Rumuola,2022-07-28,534.8286165209964
1673,Rumuola,2022-07-29,537.4640815646975
1681,Rumuola,2022-07-30,536.3587370952882
1689,Rumuola,2022-07-31,537.4655759667017
1697,Rumuola,2022-08-01,534.6727931766912
1705,Rumuola,2022-08-02,532.7179052236838
1713,Rumuola,2022-08-03,531.7692436565787
1721,Rumuola,2022-08-04,533.4640505596051
1729,Rumuola,2022-08-05,533.7873453917235
1737,Rumuola,2022-08-06,528.2987117742065
1745,Rumuola,2022-08-07,523.8847782419446
1753,Rumuola,2022-08-08,523.9394447693612
1761,Rumuola,2022-08-09,530.6188413385529
1769,Rumuola,2022-08-10,535.2242189369871
1777,Rumuola,2022-08-11,532.783863255891
1785,Rumuola,2022-08-12,531.3629542791236
1793,Rumuola,2022-08-13,528.6045879953865
1801,Rumuola,2022-08-14,525.7599015967705
1809,Rumuola,2022-08-15,530.2054211177394
1817,Rumuola,2022-08-16,524.1053347824176
1825,Rumuola,2022-08-17,525.8425043476923
1833,Rumuola,2022-08-18,530.5844230433846
1841,Rumuola,2022-08-19,527.3760061303692
1849,Rumuola,2022-08-20,527.7459642912584
1857,Rumuola,2022-08-21,524.2437750038808
1865,Rumuola,2022-08-22,525.7445025027166
1873,Rumuola,2022-08-23,527.6423017519016
1881,Rumuola,2022-08-24,527.0576312263312
1889,Rumuola,2022-08-25,534.2184718584318
1897,Rumuola,2022-08-26,537.4380203009023
1905,Rumuola,2022-08-27,530.6125042106315
1913,Rumuola,2022-08-28,525.7514829474421
1921,Rumuola,2022-08-29,528.9664680632095
1929,Rumuola,2022-08-30,530.4398976442467
1937,Rumuola,2022-08-31,528.3953983509726
1945,Rumuola,2022-09-01,530.1539388456808
1953,Rumuola,2022-09-02,524.4973671919767
1961,Rumuola,2022-09-03,527.5004070343837
1969,Rumuola,2022-09-04,526.7744349240686
1977,Rumuola,2022-09-05,528.6857844468481
1985,Rumuola,2022-09-06,533.0377691127937
1993,Rumuola,2022-09-07,532.3186483789557
2001,Rumuola,2022-09-08,533.9896938652689
2009,Rumuola,2022-09-09,533.6218357056882
2017,Rumuola,2022-09-10,534.1656049939818
2025,Rumuola,2022-09-11,530.6731834957873
2033,Rumuola,2022-09-12,526.6363884470511
2041,Rumuola,2022-09-13,526.8450719129357
2049,Rumuola,2022-09-14,527.499800339055
2057,Rumuola,2022-09-15,529.4087602373386
2065,Rumuola,2022-09-16,533.754692166137
2073,Rumuola,2022-09-17,536.940184516296
2081,Rumuola,2022-09-18,534.2943691614072
2089,Rumuola,2022-09-19,523.663728412985
2097,Rumuola,2022-09-20,527.4006398890895
2105,Rumuola,2022-09-21,532.1368479223627
2113,Rumuola,2022-09-22,531.9123135456539
2121,Rumuola,2022-09-23,532.3604794819578
2129,Rumuola,2022-09-24,527.1612456373705
2137,Rumuola,2022-09-25,526.4858719461594
2145,Rumuola,2022-09-26,530.5200703623116
2153,Rumuola,2022-09-27,533.129119253618
2161,Rumuola,2022-09-28,529.9148534775326
2169,Rumuola,2022-09-29,527.1576274342729
2177,Rumuola,2022-09-30,527.569429203991
2185,Rumuola,2022-10-01,522.8037704427937
2193,Rumuola,2022-10-02,528.0133693099556
2201,Rumuola,2022-10-03,527.2823385169688
2209,Rumuola,2022-10-04,531.0861769618782
2217,Rumuola,2022-10-05,526.5071038733148
2225,Rumuola,2022-10-06,529.1840327113204
2233,Rumuola,2022-10-07,525.6528428979243
2241,Rumuola,2022-10-08,532.6181700285471
2249,Rumuola,2022-10-09,531.5517690199829
2257,Rumuola,2022-10-10,533.7654483139879
2265,Rumuola,2022-10-11,533.5784738197915
2273,Rumuola,2022-10-12,532.8697016738541
2281,Rumuola,2022-10-13,533.7170211716979
2289,Rumuola,2022-10-14,532.6222848201885
2297,Rumuola,2022-10-15,529.228749374132
2305,Rumuola,2022-10-16,530.0858645618924
2313,Rumuola,2022-10-17,531.3177951933247
2321,Rumuola,2022-10-18,528.0010866353273
2329,Rumuola,2022-10-19,524.7758806447291
2337,Rumuola,2022-10-20,527.2826564513103
2345,Rumuola,2022-10-21,537.0652495159172
2353,Rumuola,2022-10-22,538.2238646611421
2361,Rumuola,2022-10-23,536.2872252627996
2369,Rumuola,2022-10-24,535.0943276839597
2377,Rumuola,2022-10-25,537.9333393787718
2385,Rumuola,2022-10-26,540.5253275651403
2393,Rumuola,2022-10-27,531.5978592955983
2401,Rumuola,2022-10-28,536.9230515069188
2409,Rumuola,2022-10-29,534.6785560548432
2417,Rumuola,2022-10-30,534.6032692383902
2425,Rumuola,2022-10-31,530.5554384668732
2433,Rumuola,2022-11-01,530.7292769268112
2441,Rumuola,2022-11-02,529.0978838487678
2449,Rumuola,2022-11-03,529.4015486941374
2457,Rumuola,2022-11-04,526.2709140858963
2465,Rumuola,2022-11-05,527.7181998601274
2473,Rumuola,2022-11-06,533.1321199020891
2481,Rumuola,2022-11-07,530.8859839314624
2489,Rumuola,2022-11-08,532.6430587520236
2497,Rumuola,2022-11-09,530.1678611264165
2505,Rumuola,2022-11-10,530.8884127884916
2513,Rumuola,2022-11-11,534.693068951944
2521,Rumuola,2022-11-12,535.8093782663608
2529,Rumuola,2022-11-13,534.1521247864525
2537,Rumuola,2022-11-14,535.5092573505168
2545,Rumuola,2022-11-15,536.9507101453618
2553,Rumuola,2022-11-16,533.2127971017532
2561,Rumuola,2022-11-17,530.9251479712273
2569,Rumuola,2022-11-18,527.6659935798591
2577,Rumuola,2022-11-19,528.4793855059013
2585,Rumuola,2022-11-20,533.1464598541309
2593,Rumuola,2022-11-21,528.5169918978916
2601,Rumuola,2022-11-22,531.130804328524
2609,Rumuola,2022-11-23,529.3148730299669
2617,Rumuola,2022-11-24,524.5727211209768
2625,Rumuola,2022-11-25,524.7841247846837
2633,Rumuola,2022-11-26,527.3011773492786
2641,Rumuola,2022-11-27,530.801044144495
2649,Rumuola,2022-11-28,532.2851309011465
2657,Rumuola,2022-11-29,527.3958716308026
2665,Rumuola,2022-11-30,533.3844201415618
2673,Rumuola,2022-12-01,530.2125140990933
2681,Rumuola,2022-12-02,532.5225398693652
2689,Rumuola,2022-12-03,535.2943479085557
2697,Rumuola,2022-12-04,533.472583535989
2705,Rumuola,2022-12-05,532.6145584751923
2713,Rumuola,2022-12-06,529.6692009326346
2721,Rumuola,2022-12-07,534.2330106528441
2729,Rumuola,2022-12-08,534.1272274569908
2737,Rumuola,2022-12-09,534.0679392198936
2745,Rumuola,2022-12-10,526.0185074539255
2753,Rumuola,2022-12-11,531.7521352177478
2761,Rumuola,2022-12-12,531.2743746524234
2769,Rumuola,2022-12-13,533.3639422566964
2777,Rumuola,2022-12-14,531.0529395796875
2785,Rumuola,2022-12-15,528.8266277057813
2793,Rumuola,2022-12-16,527.465969394047
2801,Rumuola,2022-12-17,525.825728575833
2809,Rumuola,2022-12-18,530.0919900030831
2817,Rumuola,2022-12-19,530.5914030021581
2825,Rumuola,2022-12-20,526.3132221015106
2833,Rumuola,2022-12-21,528.8619554710574
2841,Rumuola,2022-12-22,529.1284588297402
2849,Rumuola,2022-12-23,530.3670511808182
2857,Rumuola,2022-12-24,526.7725258265727
2865,Rumuola,2022-12-25,526.0085080786009
2873,Rumuola,2022-12-26,525.0117856550206
2881,Rumuola,2022-12-27,525.5254199585145
2889,Rumuola,2022-12-28,525.1875539709602
2897,Rumuola,2022-12-29,523.6583177796721
2905,Rumuola,2022-12-30,522.2788824457705
2913,Rumuola,2022-12-31,528.1006277120393
2,Borikiri,2022-01-01,550.6601
10,Borikiri,2022-01-02,550.8082764705883
18,Borikiri,2022-01-03,560.0885155251142
26,Borikiri,2022-01-04,564.9853510856692
34,Borikiri,2022-01-05,571.0935509033212
42,Borikiri,2022-01-06,578.6590262402378
50,Borikiri,2022-01-07,584.6291322712786
58,Borikiri,2022-01-08,586.0481140666229
66,Borikiri,2022-01-09,585.872857616733
74,Borikiri,2022-01-10,587.3571066944949
82,Borikiri,2022-01-11,589.4602609170353
90,Borikiri,2022-01-12,596.4807857423334
98,Borikiri,2022-01-13,600.5269428353024
106,Borikiri,2022-01-14,602.3323949777107
114,Borikiri,2022-01-15,606.9248494444599
122,Borikiri,2022-01-16,607.66427192873
130,Borikiri,2022-01-17,613.2978257152403
138,Borikiri,2022-01-18,610.0260301643034
146,Borikiri,2022-01-19,607.8286263173992
154,Borikiri,2022-01-20,612.9864940016973
162,Borikiri,2022-01-21,617.9403127361537
170,Borikiri,2022-01-22,612.8009495162582
178,Borikiri,2022-01-23,614.2628747720103
186,Borikiri,2022-01-24,610.7240343650044
194,Borikiri,2022-01-25,619.0117955011417
202,Borikiri,2022-01-26,624.9156610750191
210,Borikiri,2022-01-27,626.4026304647848
218,Borikiri,2022-01-28,621.9968586657783
226,Borikiri,2022-01-29,622.3895837114211
234,Borikiri,2022-01-30,628.1861092478564
242,Borikiri,2022-01-31,628.2100168507026
250,Borikiri,2022-02-01,625.6844639025861
258,Borikiri,2022-02-02,629.0012403737883
266,Borikiri,2022-02-03,627.0150675130889
274,Borikiri,2022-02-04,634.9018371357197
282,Borikiri,2022-02-05,634.5030949376468
290,Borikiri,2022-02-06,635.5385183783177
298,Borikiri,2022-02-07,637.489055399249
306,Borikiri,2022-02-08,642.705533524089
314,Borikiri,2022-02-09,642.6488234307561
322,Borikiri,2022-02-10,643.1207466118543
330,Borikiri,2022-02-11,645.6898434297881
338,Borikiri,2022-02-12,649.441061220048
346,Borikiri,2022-02-13,647.3211525299695
354,Borikiri,2022-02-14,649.0364769545301
362,Borikiri,2022-02-15,648.8751138560843
370,Borikiri,2022-02-16,645.0603694992391
378,Borikiri,2022-02-17,640.4252584793433
386,Borikiri,2022-02-18,638.3341208818141
394,Borikiri,2022-02-19,636.5221145846815
402,Borikiri,2022-02-20,633.7076001738443
410,Borikiri,2022-02-21,635.7388401395913
418,Borikiri,2022-02-22,640.5567981274346
426,Borikiri,2022-02-23,643.8103287032533
434,Borikiri,2022-02-24,650.1325201113872
442,Borikiri,2022-02-25,645.7720440687449
450,Borikiri,2022-02-26,648.7793208525756
458,Borikiri,2022-02-27,652.4472946006058
466,Borikiri,2022-02-28,652.8139862206901
474,Borikiri,2022-03-01,656.1130003561591
482,Borikiri,2022-03-02,653.8647102485118
490,Borikiri,2022-03-03,653.0428871737537
498,Borikiri,2022-03-04,651.8379710214176
506,Borikiri,2022-03-05,656.3211797155392
514,Borikiri,2022-03-06,657.7743858010016
522,Borikiri,2022-03-07,656.9008800606489
530,Borikiri,2022-03-08,653.4601560423104
538,Borikiri,2022-03-09,661.7878092298612
546,Borikiri,2022-03-10,661.1477264608895
554,Borikiri,2022-03-11,662.4600985226415
562,Borikiri,2022-03-12,658.1019989658053
570,Borikiri,2022-03-13,656.9930792760559
578,Borikiri,2022-03-14,661.0830154932593
586,Borikiri,2022-03-15,660.371650845279
594,Borikiri,2022-03-16,662.2946655916999
602,Borikiri,2022-03-17,661.5899759141888
610,Borikiri,2022-03-18,660.0086531399304
618,Borikiri,2022-03-19,659.5183171979509
626,Borikiri,2022-03-20,661.884112038567
634,Borikiri,2022-03-21,662.7314584269972
642,Borikiri,2022-03-22,659.9476508988973
650,Borikiri,2022-03-23,660.7206756292284
658,Borikiri,2022-03-24,663.7175029404602
666,Borikiri,2022-03-25,667.9118620583225
674,Borikiri,2022-03-26,670.6883434408259
682,Borikiri,2022-03-27,666.4825104085779
690,Borikiri,2022-03-28,665.0869972860045
698,Borikiri,2022-03-29,662.0282281002031
706,Borikiri,2022-03-30,665.3477796701422
714,Borikiri,2022-03-31,666.5950357690996
722,Borikiri,2022-04-01,664.1183150383697
730,Borikiri,2022-04-02,660.1482605268587
738,Borikiri,2022-04-03,663.311112368801
746,Borikiri,2022-04-04,666.2330786581607
754,Borikiri,2022-04-05,663.5608350607125
762,Borikiri,2022-04-06,666.0029445424988
770,Borikiri,2022-04-07,666.8521111797492
778,Borikiri,2022-04-08,666.7883878258244
786,Borikiri,2022-04-09,667.1101114780771
794,Borikiri,2022-04-10,665.899098034654
802,Borikiri,2022-04-11,666.4219686242578
810,Borikiri,2022-04-12,667.1225080369804
818,Borikiri,2022-04-13,666.8884456258863
826,Borikiri,2022-04-14,665.9216819381204
834,Borikiri,2022-04-15,667.4939873566843
842,Borikiri,2022-04-16,665.2817911496791
850,Borikiri,2022-04-17,669.1353238047753
858,Borikiri,2022-04-18,671.1878866633429
866,Borikiri,2022-04-19,671.71463066434
874,Borikiri,2022-04-20,670.699061465038
882,Borikiri,2022-04-21,672.9718130255267
890,Borikiri,2022-04-22,669.0650591178686
898,Borikiri,2022-04-23,671.166511382508
906,Borikiri,2022-04-24,675.3424179677555
914,Borikiri,2022-04-25,671.0052825774289
922,Borikiri,2022-04-26,669.8762078042002
930,Borikiri,2022-04-27,670.3898054629402
938,Borikiri,2022-04-28,672.1214638240582
946,Borikiri,2022-04-29,674.0290846768407
954,Borikiri,2022-04-30,673.2024992737885
962,Borikiri,2022-05-01,673.451799491652
970,Borikiri,2022-05-02,674.9916696441564
978,Borikiri,2022-05-03,679.0387987509095
986,Borikiri,2022-05-04,679.3420691256366
994,Borikiri,2022-05-05,682.6812583879457
1002,Borikiri,2022-05-06,681.005560871562
1010,Borikiri,2022-05-07,678.8498026100934
1018,Borikiri,2022-05-08,677.7016118270654
1026,Borikiri,2022-05-09,680.6395682789458
1034,Borikiri,2022-05-10,683.7950077952621
1042,Borikiri,2022-05-11,688.5961454566834
1050,Borikiri,2022-05-12,685.7428618196783
1058,Borikiri,2022-05-13,683.8941532737749
1066,Borikiri,2022-05-14,679.8342072916424
1074,Borikiri,2022-05-15,684.6306951041497
1082,Borikiri,2022-05-16,676.7508965729048
1090,Borikiri,2022-05-17,678.8591776010334
1098,Borikiri,2022-05-18,677.2864043207234
1106,Borikiri,2022-05-19,680.5964830245065
1114,Borikiri,2022-05-20,684.7618381171545
1122,Borikiri,2022-05-21,681.2239266820081
1130,Borikiri,2022-05-22,677.6114986774057
1138,Borikiri,2022-05-23,679.665059074184
1146,Borikiri,2022-05-24,681.9082913519288
1154,Borikiri,2022-05-25,686.3986939463502
1162,Borikiri,2022-05-26,680.5822957624451
1170,Borikiri,2022-05-27,684.5668970337116
1178,Borikiri,2022-05-28,678.9596879235982
1186,Borikiri,2022-05-29,681.9641315465187
1194,Borikiri,2022-05-30,681.286092082563
1202,Borikiri,2022-05-31,680.520014457794
1210,Borikiri,2022-06-01,680.5853801204557
1218,Borikiri,2022-06-02,683.076676084319
1226,Borikiri,2022-06-03,687.5518432590234
1234,Borikiri,2022-06-04,686.1384402813163
1242,Borikiri,2022-06-05,690.3765281969214
1250,Borikiri,2022-06-06,685.758499737845
1258,Borikiri,2022-06-07,684.3954798164915
1266,Borikiri,2022-06-08,684.6022458715441
1274,Borikiri,2022-06-09,682.4219221100809
1282,Borikiri,2022-06-10,682.7071254770566
1290,Borikiri,2022-06-11,684.7465178339396
1298,Borikiri,2022-06-12,679.3257824837576
1306,Borikiri,2022-06-13,685.3476877386304
1314,Borikiri,2022-06-14,685.1422814170412
1322,Borikiri,2022-06-15,687.8778369919289
1330,Borikiri,2022-06-16,687.7060758943502
1338,Borikiri,2022-06-17,687.1719031260452
1346,Borikiri,2022-06-18,684.7726221882316
1354,Borikiri,2022-06-19,688.3575855317622
1362,Borikiri,2022-06-20,690.5301598722336
1370,Borikiri,2022-06-21,694.4560019105636
1378,Borikiri,2022-06-22,693.4832213373944
1386,Borikiri,2022-06-23,685.4223349361761
1394,Borikiri,2022-06-24,683.9445244553232
1402,Borikiri,2022-06-25,680.1705171187263
1410,Borikiri,2022-06-26,683.2919219831084
1418,Borikiri,2022-06-27,690.0948953881758
1426,Borikiri,2022-06-28,691.4529967717231
1434,Borikiri,2022-06-29,691.8643877402061
1442,Borikiri,2022-06-30,686.8983414181442
1450,Borikiri,2022-07-01,684.760018992701
1458,Borikiri,2022-07-02,687.0713032948908
1466,Borikiri,2022-07-03,687.4204123064236
1474,Borikiri,2022-07-04,692.1901386144965
1482,Borikiri,2022-07-05,692.6742670301475
1490,Borikiri,2022-07-06,693.8734969211033
1498,Borikiri,2022-07-07,692.5796578447723
1506,Borikiri,2022-07-08,697.3075804913407
1514,Borikiri,2022-07-09,697.1705463439386
1522,Borikiri,2022-07-10,693.099592440757
1530,Borikiri,2022-07-11,687.5097247085298
1538,Borikiri,2022-07-12,690.0726772959708
1546,Borikiri,2022-07-13,687.2052541071795
1554,Borikiri,2022-07-14,692.7790278750257
1562,Borikiri,2022-07-15,692.950649512518
1570,Borikiri,2022-07-16,690.1840046587627
1578,Borikiri,2022-07-17,689.2676832611339
1586,Borikiri,2022-07-18,691.9362482827938
1594,Borikiri,2022-07-19,695.2775437979557
1602,Borikiri,2022-07-20,699.6431006585689
1610,Borikiri,2022-07-21,698.7413004609982
1618,Borikiri,2022-07-22,697.8148403226988
1626,Borikiri,2022-07-23,700.4732782258892
1634,Borikiri,2022-07-24,701.2169247581224
1642,Borikiri,2022-07-25,696.3205873306857
1650,Borikiri,2022-07-26,694.86364113148
1658,Borikiri,2022-07-27,696.7201787920361
1666,Borikiri,2022-07-28,695.0490951544253
1674,Borikiri,2022-07-29,697.4251566080976
1682,Borikiri,2022-07-30,691.5987796256683
1690,Borikiri,2022-07-31,687.7797857379678
1698,Borikiri,2022-08-01,689.3714100165774
1706,Borikiri,2022-08-02,690.2024670116043
1714,Borikiri,2022-08-03,691.250076908123
1722,Borikiri,2022-08-04,692.9077338356861
1730,Borikiri,2022-08-05,689.3501736849803
1738,Borikiri,2022-08-06,688.2600715794862
1746,Borikiri,2022-08-07,690.3920601056403
1754,Borikiri,2022-08-08,692.2666220739483
1762,Borikiri,2022-08-09,692.0896754517638
1770,Borikiri,2022-08-10,690.2081728162347
1778,Borikiri,2022-08-11,689.2372609713643
1786,Borikiri,2022-08-12,691.419862679955
1794,Borikiri,2022-08-13,692.7005438759685
1802,Borikiri,2022-08-14,689.657180713178
1810,Borikiri,2022-08-15,691.1416764992247
1818,Borikiri,2022-08-16,691.6889735494573
1826,Borikiri,2022-08-17,693.5890614846201
1834,Borikiri,2022-08-18,698.363303039234
1842,Borikiri,2022-08-19,701.5297721274637
1850,Borikiri,2022-08-20,700.4203804892246
1858,Borikiri,2022-08-21,698.0570763424572
1866,Borikiri,2022-08-22,701.90233343972
1874,Borikiri,2022-08-23,702.564033407804
1882,Borikiri,2022-08-24,702.0899333854628
1890,Borikiri,2022-08-25,698.146483369824
1898,Borikiri,2022-08-26,705.3214383588767
1906,Borikiri,2022-08-27,699.6468068512137
1914,Borikiri,2022-08-28,701.9503847958496
1922,Borikiri,2022-08-29,703.2330993570947
1930,Borikiri,2022-08-30,701.2528295499663
1938,Borikiri,2022-08-31,693.1733706849765
1946,Borikiri,2022-09-01,692.9072194794835
1954,Borikiri,2022-09-02,696.1134636356385
1962,Borikiri,2022-09-03,700.603484544947
1970,Borikiri,2022-09-04,703.8521291814629
1978,Borikiri,2022-09-05,706.2049304270241
1986,Borikiri,2022-09-06,700.6920312989168
1994,Borikiri,2022-09-07,699.7865019092418
2002,Borikiri,2022-09-08,693.2302413364694
2010,Borikiri,2022-09-09,691.3896989355285
2018,Borikiri,2022-09-10,690.1612292548699
2026,Borikiri,2022-09-11,696.842820478409
2034,Borikiri,2022-09-12,700.9083843348863
2042,Borikiri,2022-09-13,703.5386390344204
2050,Borikiri,2022-09-14,703.3362173240943
2058,Borikiri,2022-09-15,707.931912126866
2066,Borikiri,2022-09-16,702.8007684888062
2074,Borikiri,2022-09-17,699.3037679421643
2082,Borikiri,2022-09-18,700.9405175595151
2090,Borikiri,2022-09-19,701.8932822916606
2098,Borikiri,2022-09-20,706.3632576041624
2106,Borikiri,2022-09-21,699.5012203229136
2114,Borikiri,2022-09-22,702.1449042260396
2122,Borikiri,2022-09-23,699.5353529582277
2130,Borikiri,2022-09-24,707.4715970707595
2138,Borikiri,2022-09-25,704.7296879495316
2146,Borikiri,2022-09-26,704.1023315646721
2154,Borikiri,2022-09-27,699.0358620952705
2162,Borikiri,2022-09-28,698.2301634666894
2170,Borikiri,2022-09-29,696.5729444266826
2178,Borikiri,2022-09-30,700.7715810986779
2186,Borikiri,2022-10-01,705.0775167690745
2194,Borikiri,2022-10-02,708.439971738352
2202,Borikiri,2022-10-03,705.7941602168463
2210,Borikiri,2022-10-04,706.0211821517925
2218,Borikiri,2022-10-05,704.7965875062547
2226,Borikiri,2022-10-06,705.1517912543783
2234,Borikiri,2022-10-07,707.0882938780647
2242,Borikiri,2022-10-08,701.8776857146454
2250,Borikiri,2022-10-09,700.7590800002517
2258,Borikiri,2022-10-10,696.6499560001762
2266,Borikiri,2022-10-11,703.4010792001233
2274,Borikiri,2022-10-12,698.4494954400864
2282,Borikiri,2022-10-13,701.9400568080605
2290,Borikiri,2022-10-14,700.4091397656424
2298,Borikiri,2022-10-15,700.2500678359496
2306,Borikiri,2022-10-16,703.1878874851648
2314,Borikiri,2022-10-17,704.3931112396153
2322,Borikiri,2022-10-18,705.0798378677306
2330,Borikiri,2022-10-19,705.5958265074114
2338,Borikiri,2022-10-20,706.407378555188
2346,Borikiri,2022-10-21,707.5124049886315
2354,Borikiri,2022-10-22,704.346383492042
2362,Borikiri,2022-10-23,705.6983384444294
2370,Borikiri,2022-10-24,706.3497769111005
2378,Borikiri,2022-10-25,711.8589538377704
2386,Borikiri,2022-10-26,710.7985276864392
2394,Borikiri,2022-10-27,709.5558893805074
2402,Borikiri,2022-10-28,705.9543625663551
2410,Borikiri,2022-10-29,705.5498537964487
2418,Borikiri,2022-10-30,703.709637657514
2426,Borikiri,2022-10-31,705.5793163602599
2434,Borikiri,2022-11-01,706.959161452182
2442,Borikiri,2022-11-02,709.6825130165273
2450,Borikiri,2022-11-03,713.1743291115691
2458,Borikiri,2022-11-04,714.5531803780983
2466,Borikiri,2022-11-05,709.7189562646689
2474,Borikiri,2022-11-06,710.8766393852683
2482,Borikiri,2022-11-07,704.5196275696877
2490,Borikiri,2022-11-08,704.8994192987814
2498,Borikiri,2022-11-09,703.960413509147
2506,Borikiri,2022-11-10,709.7685294564029
2514,Borikiri,2022-11-11,706.221920619482
2522,Borikiri,2022-11-12,709.6846044336373
2530,Borikiri,2022-11-13,708.1026731035462
2538,Borikiri,2022-11-14,706.3885411724824
2546,Borikiri,2022-11-15,703.5918388207377
2554,Borikiri,2022-11-16,706.6428271745165
2562,Borikiri,2022-11-17,705.3008290221615
2570,Borikiri,2022-11-18,704.1411103155131
2578,Borikiri,2022-11-19,704.9690172208592
2586,Borikiri,2022-11-20,704.1620720546015
2594,Borikiri,2022-11-21,709.708870438221
2602,Borikiri,2022-11-22,716.2035793067547
2610,Borikiri,2022-11-23,714.6873855147282
2618,Borikiri,2022-11-24,710.6732098603097
2626,Borikiri,2022-11-25,711.7127969022168
2634,Borikiri,2022-11-26,714.2336078315518
2642,Borikiri,2022-11-27,714.7533254820863
2650,Borikiri,2022-11-28,711.9718378374604
2658,Borikiri,2022-11-29,710.6008264862223
2666,Borikiri,2022-11-30,711.8364885403556
2674,Borikiri,2022-12-01,705.5635819782489
2682,Borikiri,2022-12-02,702.0066673847742
2690,Borikiri,2022-12-03,701.252987169342
2698,Borikiri,2022-12-04,701.1118710185394
2706,Borikiri,2022-12-05,702.6581997129776
2714,Borikiri,2022-12-06,703.9097097990843
2722,Borikiri,2022-12-07,704.997446859359
2730,Borikiri,2022-12-08,703.1397428015513
2738,Borikiri,2022-12-09,704.612159961086
2746,Borikiri,2022-12-10,705.2346119727601
2754,Borikiri,2022-12-11,708.3467483809321
2762,Borikiri,2022-12-12,708.8696638666524
2770,Borikiri,2022-12-13,705.5463347066568
2778,Borikiri,2022-12-14,704.9060342946598
2786,Borikiri,2022-12-15,706.6369640062618
2794,Borikiri,2022-12-16,708.9965348043833
2802,Borikiri,2022-12-17,708.9035843630683
2810,Borikiri,2022-12-18,710.8683490541476
2818,Borikiri,2022-12-19,710.2377043379033
2826,Borikiri,2022-12-20,710.4435330365324
2834,Borikiri,2022-12-21,711.1124031255727
2842,Borikiri,2022-12-22,706.4676521879009
2850,Borikiri,2022-12-23,706.3048565315306
2858,Borikiri,2022-12-24,709.6329195720714
2866,Borikiri,2022-12-25,709.3828937004499
2874,Borikiri,2022-12-26,713.5685555903149
2882,Borikiri,2022-12-27,712.9564789132205
2890,Borikiri,2022-12-28,714.7960252392543
2898,Borikiri,2022-12-29,712.851027667478
2906,Borikiri,2022-12-30,713.7773593672346
2914,Borikiri,2022-12-31,715.7046615570642
3,Mile 1,2022-01-01,429.5804
11,Mile 1,2022-01-02,438.6158705882353
19,Mile 1,2022-01-03,446.67346392694066
27,Mile 1,2022-01-04,445.9185630477695
35,Mile 1,2022-01-05,451.87761138797737
43,Mile 1,2022-01-06,452.8601756777066
51,Mile 1,2022-01-07,447.38633898527513
59,Mile 1,2022-01-08,449.2108359064494
67,Mile 1,2022-01-09,447.783080035194
75,Mile 1,2022-01-10,451.1818220750349
83,Mile 1,2022-01-11,448.8588221538428
91,Mile 1,2022-01-12,448.0922045330269
99,Mile 1,2022-01-13,449.3601683490556
107,Mile 1,2022-01-14,452.05502498381605
115,Mile 1,2022-01-15,453.6232728418401
123,Mile 1,2022-01-16,453.6360133296628
131,Mile 1,2022-01-17,456.1786943827668
139,Mile 1,2022-01-18,460.6657528549676
147,Mile 1,2022-01-19,453.4658098589221
155,Mile 1,2022-01-20,451.08923057477426
163,Mile 1,2022-01-21,445.10348809063396
171,Mile 1,2022-01-22,444.4495659916051
179,Mile 1,2022-01-23,438.57183753347255
187,Mile 1,2022-01-24,438.9225334601882
195,Mile 1,2022-01-25,434.7939397493849
203,Mile 1,2022-01-26,438.91793496380933
211,Mile 1,2022-01-27,444.68379336284295
219,Mile 1,2022-01-28,443.3949660696698
227,Mile 1,2022-01-29,448.7990202542206
235,Mile 1,2022-01-30,448.0243367170985
243,Mile 1,2022-01-31,452.23123207642124
251,Mile 1,2022-02-01,453.30982436576664
259,Mile 1,2022-02-02,451.13477024070687
267,Mile 1,2022-02-03,451.6187417876015
275,Mile 1,2022-02-04,451.20076766795694
283,Mile 1,2022-02-05,454.20771534118575
291,Mile 1,2022-02-06,451.2742452936889
299,Mile 1,2022-02-07,454.86454637063315
307,Mile 1,2022-02-08,457.4140547783325
315,Mile 1,2022-02-09,459.61285974476914
323,Mile 1,2022-02-10,456.5643904627076
331,Mile 1,2022-02-11,456.5676933249257
339,Mile 1,2022-02-12,454.9838449815649
347,Mile 1,2022-02-13,462.9822827097926
355,Mile 1,2022-02-14,462.72317786912885
363,Mile 1,2022-02-15,458.10885416275505
371,Mile 1,2022-02-16,457.4233978779878
379,Mile 1,2022-02-17,457.98664853526464
387,Mile 1,2022-02-18,452.255673827443
395,Mile 1,2022-02-19,451.95301167376675
403,Mile 1,2022-02-20,445.45920808988456
411,Mile 1,2022-02-21,450.98295571159707
419,Mile 1,2022-02-22,450.08887899260264
427,Mile 1,2022-02-23,454.1838853125046
435,Mile 1,2022-02-24,453.40868971641004
443,Mile 1,2022-02-25,456.25275280750463
451,Mile 1,2022-02-26,449.26372695490176
459,Mile 1,2022-02-27,445.54608886457686
467,Mile 1,2022-02-28,444.8440022046942
475,Mile 1,2022-03-01,445.65061154369573
